gene,compare,medianP,meanlogFC,DEGtype,Gene_Name,
ENSG00000148737,D5/D6,0.00464,-1.44,down-regulate,TCF7L2,
ENSG00000148773,D5/D6,0.0382,-0.404,non-DEG,MKI67,
ENSG00000148798,D5/D6,0.00132,0.627,non-DEG,INA,
ENSG00000148814,D5/D6,0.00478,-0.389,non-DEG,LRRC27,
ENSG00000148824,D5/D6,0.0855,0.126,non-DEG,MTG1,
ENSG00000148832,D5/D6,0.0147,-0.331,non-DEG,PAOX,
ENSG00000148834,D5/D6,0.0278,0.148,non-DEG,GSTO1,
ENSG00000148835,D5/D6,0.03,0.25,non-DEG,TAF5,
ENSG00000148840,D5/D6,1.69E-05,0.441,non-DEG,PPRC1,
ENSG00000148841,D5/D6,0.0693,0.107,non-DEG,ITPRIP,
ENSG00000148843,D5/D6,4.13E-08,0.768,non-DEG,PDCD11,
ENSG00000148848,D5/D6,0.00218,-1.562,down-regulate,ADAM12,
ENSG00000148908,D5/D6,0.0598,0.393,non-DEG,RGS10,
ENSG00000148926,D5/D6,0.000452,-3.02,down-regulate,ADM,
ENSG00000148935,D5/D6,4.33E-07,-2.271,down-regulate,GAS2,
ENSG00000148948,D5/D6,2.41E-07,-2.011,down-regulate,LRRC4C,
ENSG00000148950,D5/D6,0.101,-0.174,non-DEG,IMMP1L,
ENSG00000149054,D5/D6,0.245,-0.006,non-DEG,ZNF215,
ENSG00000149084,D5/D6,0.00468,0.291,non-DEG,HSD17B12,
ENSG00000149100,D5/D6,8.25E-05,0.335,non-DEG,EIF3M,
ENSG00000149136,D5/D6,0.000266,0.234,non-DEG,SSRP1,
ENSG00000149150,D5/D6,4.43E-08,1.075,up-regulate,SLC43A1,
ENSG00000149177,D5/D6,1.53E-07,1.323,up-regulate,PTPRJ,
ENSG00000149187,D5/D6,0.00109,0.18,non-DEG,CELF1,
ENSG00000149196,D5/D6,0.11,-0.189,non-DEG,HIKESHI,
ENSG00000149212,D5/D6,2.85E-08,-2.138,down-regulate,SESN3,
ENSG00000149218,D5/D6,6.51E-07,-0.637,non-DEG,ENDOD1,
ENSG00000149231,D5/D6,0.0518,-0.161,non-DEG,CCDC82,
ENSG00000149243,D5/D6,0.0145,0.578,non-DEG,KLHL35,
ENSG00000149257,D5/D6,0.000168,-1.086,down-regulate,SERPINH1,
ENSG00000149269,D5/D6,0.0035,-0.231,non-DEG,PAK1,
ENSG00000149273,D5/D6,9.62E-05,0.523,non-DEG,RPS3,
ENSG00000149289,D5/D6,0.0509,-0.157,non-DEG,ZC3H12C,
ENSG00000149292,D5/D6,0.000199,0.429,non-DEG,TTC12,
ENSG00000149308,D5/D6,0.000848,-0.302,non-DEG,NPAT,
ENSG00000149311,D5/D6,0.0149,-0.153,non-DEG,ATM,
ENSG00000149313,D5/D6,0.0206,0.178,non-DEG,AASDHPPT,
ENSG00000149328,D5/D6,4.74E-06,1.428,up-regulate,GLB1L2,
ENSG00000149403,D5/D6,1.40E-05,-1.156,down-regulate,GRIK4,
ENSG00000149418,D5/D6,9.01E-08,3.001,up-regulate,ST14,
ENSG00000149428,D5/D6,0.0037,-0.374,non-DEG,HYOU1,
ENSG00000149474,D5/D6,0.000602,0.38,non-DEG,KAT14,
ENSG00000149476,D5/D6,0.0165,0.166,non-DEG,TKFC,
ENSG00000149480,D5/D6,0.0295,-0.104,non-DEG,MTA2,
ENSG00000149488,D5/D6,0.122,0.657,non-DEG,TMC2,
ENSG00000149489,D5/D6,0.287,-0.262,non-DEG,ROM1,
ENSG00000149503,D5/D6,0.00123,-0.432,non-DEG,INCENP,
ENSG00000149527,D5/D6,0.00148,-0.984,down-regulate,PLCH2,
ENSG00000149531,D5/D6,0.0141,-0.6,non-DEG,FRG1BP,
ENSG00000149548,D5/D6,0.00301,-0.527,non-DEG,CCDC15,
ENSG00000149557,D5/D6,0.00535,-0.55,non-DEG,FEZ1,
ENSG00000149577,D5/D6,0.00694,-0.31,non-DEG,SIDT2,
ENSG00000149591,D5/D6,0.0107,-0.354,non-DEG,TAGLN,
ENSG00000149599,D5/D6,0.00127,-1.259,down-regulate,DUSP15,
ENSG00000149634,D5/D6,0.13,0.31,non-DEG,SPATA25,
ENSG00000149657,D5/D6,0.07,0.118,non-DEG,LSM14B,
ENSG00000149658,D5/D6,0.0238,0.122,non-DEG,YTHDF1,
ENSG00000149679,D5/D6,0.038,-0.213,non-DEG,CABLES2,
ENSG00000149743,D5/D6,0.119,-0.173,non-DEG,TRPT1,
ENSG00000149781,D5/D6,0.0511,0.113,non-DEG,FERMT3,
ENSG00000149782,D5/D6,0.105,-0.148,non-DEG,PLCB3,
ENSG00000149792,D5/D6,0.0683,-0.129,non-DEG,MRPL49,
ENSG00000149806,D5/D6,0.164,0.148,non-DEG,FAU,
ENSG00000149823,D5/D6,0.0853,0.111,non-DEG,VPS51,
ENSG00000149925,D5/D6,0.0722,-0.143,non-DEG,ALDOA,
ENSG00000149929,D5/D6,0.212,0.131,non-DEG,HIRIP3,
ENSG00000149970,D5/D6,2.84E-05,-1.899,down-regulate,CNKSR2,
ENSG00000150054,D5/D6,4.67E-05,-1.389,down-regulate,MPP7,
ENSG00000150175,D5/D6,0.00398,0.706,non-DEG,FRMPD2B,
ENSG00000150403,D5/D6,0.0386,-0.14,non-DEG,TMCO3,
ENSG00000150457,D5/D6,9.43E-06,-0.741,non-DEG,LATS2,
ENSG00000150556,D5/D6,6.69E-08,1.776,up-regulate,LYPD6B,
ENSG00000150627,D5/D6,0.021,0.231,non-DEG,WDR17,
ENSG00000150637,D5/D6,1.03E-08,-1.232,down-regulate,CD226,
ENSG00000150667,D5/D6,0.0168,-0.798,non-DEG,FSIP1,
ENSG00000150712,D5/D6,0.0302,0.154,non-DEG,MTMR12,
ENSG00000150753,D5/D6,1.05E-05,0.453,non-DEG,CCT5,
ENSG00000150768,D5/D6,0.016,0.18,non-DEG,DLAT,
ENSG00000150776,D5/D6,0.0152,0.276,non-DEG,NKAPD1,
ENSG00000150782,D5/D6,0.000216,-1.46,down-regulate,IL18,
ENSG00000150787,D5/D6,0.0856,-0.223,non-DEG,PTS,
ENSG00000150867,D5/D6,0.0583,0.13,non-DEG,PIP4K2A,
ENSG00000150938,D5/D6,1.91E-05,-0.775,non-DEG,CRIM1,
ENSG00000150961,D5/D6,5.86E-06,-0.602,non-DEG,SEC24D,
ENSG00000150967,D5/D6,1.74E-05,-1.563,down-regulate,ABCB9,
ENSG00000150977,D5/D6,0.00107,0.241,non-DEG,RILPL2,
ENSG00000150990,D5/D6,0.00034,0.293,non-DEG,DHX37,
ENSG00000150995,D5/D6,0.168,-0.092,non-DEG,ITPR1,
ENSG00000151006,D5/D6,0.0851,-0.311,non-DEG,PRSS53,
ENSG00000151012,D5/D6,0.000262,-0.26,non-DEG,SLC7A11,
ENSG00000151014,D5/D6,0.0297,0.241,non-DEG,NOCT,
ENSG00000151067,D5/D6,0.126,0.471,non-DEG,CACNA1C,
ENSG00000151079,D5/D6,0.0193,0.743,up-regulate,KCNA6,
ENSG00000151116,D5/D6,0.00767,-0.268,non-DEG,UEVLD,
ENSG00000151117,D5/D6,0.0186,0.791,non-DEG,TMEM86A,
ENSG00000151131,D5/D6,0.0247,0.313,non-DEG,NOPCHAP1,
ENSG00000151151,D5/D6,0.131,0.09,non-DEG,IPMK,
ENSG00000151176,D5/D6,0.124,0.142,non-DEG,PLBD2,
ENSG00000151208,D5/D6,1.90E-06,1.35,up-regulate,DLG5,
ENSG00000151229,D5/D6,2.73E-06,-1.239,down-regulate,SLC2A13,
ENSG00000151233,D5/D6,0.000626,-0.31,non-DEG,GXYLT1,
ENSG00000151239,D5/D6,0.0725,-0.157,non-DEG,TWF1,
ENSG00000151240,D5/D6,0.0205,-0.861,non-DEG,DIP2C,
ENSG00000151247,D5/D6,0.000473,0.312,non-DEG,EIF4E,
ENSG00000151292,D5/D6,0.304,0.078,non-DEG,CSNK1G3,
ENSG00000151304,D5/D6,0.0821,0.113,non-DEG,SRFBP1,
ENSG00000151320,D5/D6,0.000639,0.887,up-regulate,AKAP6,
ENSG00000151353,D5/D6,0.0148,0.257,non-DEG,TMEM18,
ENSG00000151364,D5/D6,1.41E-05,2.176,up-regulate,KCTD14,
ENSG00000151376,D5/D6,0.102,-0.578,down-regulate,ME3,
ENSG00000151388,D5/D6,0.000236,0.518,non-DEG,ADAMTS12,
ENSG00000151413,D5/D6,0.0381,0.29,non-DEG,NUBPL,
ENSG00000151422,D5/D6,0.00274,-0.413,non-DEG,FER,
ENSG00000151458,D5/D6,1.40E-05,-1.403,down-regulate,ANKRD50,
ENSG00000151465,D5/D6,0.000832,0.298,non-DEG,CDC123,
ENSG00000151470,D5/D6,0.00503,-0.317,non-DEG,C4orf33,
ENSG00000151474,D5/D6,1.67E-06,0.899,non-DEG,FRMD4A,
ENSG00000151490,D5/D6,7.00E-06,-2.663,down-regulate,PTPRO,
ENSG00000151491,D5/D6,2.10E-07,-2.758,down-regulate,EPS8,
ENSG00000151503,D5/D6,0.0576,0.117,non-DEG,NCAPD3,
ENSG00000151552,D5/D6,0.0156,0.309,non-DEG,QDPR,
ENSG00000151553,D5/D6,0.00363,-0.185,non-DEG,FHIP2A,
ENSG00000151576,D5/D6,0.0306,0.306,non-DEG,QTRT2,
ENSG00000151611,D5/D6,0.021,-0.249,non-DEG,MMAA,
ENSG00000151623,D5/D6,0.106,0.275,non-DEG,NR3C2,
ENSG00000151651,D5/D6,2.39E-07,-1.002,down-regulate,ADAM8,
ENSG00000151687,D5/D6,0.0309,-0.28,non-DEG,ANKAR,
ENSG00000151689,D5/D6,0.0256,-0.434,non-DEG,INPP1,
ENSG00000151702,D5/D6,0.00103,0.209,non-DEG,FLI1,
ENSG00000151704,D5/D6,0.0666,-0.842,non-DEG,KCNJ1,
ENSG00000151726,D5/D6,0.0131,-0.208,non-DEG,ACSL1,
ENSG00000151729,D5/D6,2.62E-05,0.531,non-DEG,SLC25A4,
ENSG00000151743,D5/D6,0.0391,0.172,non-DEG,AMN1,
ENSG00000151746,D5/D6,0.0382,0.227,non-DEG,BICD1,
ENSG00000151773,D5/D6,0.00261,0.507,non-DEG,CCDC122,
ENSG00000151779,D5/D6,0.0032,-0.217,non-DEG,NBAS,
ENSG00000151806,D5/D6,0.00605,0.14,non-DEG,GUF1,
ENSG00000151846,D5/D6,0.0143,0.669,non-DEG,PABPC3,
ENSG00000151882,D5/D6,0.0834,0.191,non-DEG,CCL28,
ENSG00000151883,D5/D6,0.000291,0.284,non-DEG,PARP8,
ENSG00000151893,D5/D6,0.000362,0.251,non-DEG,CACUL1,
ENSG00000151914,D5/D6,6.88E-05,-0.296,non-DEG,DST,
ENSG00000151929,D5/D6,9.24E-08,-2.294,down-regulate,BAG3,
ENSG00000151948,D5/D6,4.56E-07,-2.079,down-regulate,GLT1D1,
ENSG00000151967,D5/D6,2.33E-06,-1.861,down-regulate,SCHIP1,
ENSG00000152056,D5/D6,0.00113,-0.416,non-DEG,AP1S3,
ENSG00000152061,D5/D6,0.000345,0.238,non-DEG,RABGAP1L,
ENSG00000152076,D5/D6,0.000103,1.688,up-regulate,CCDC74B,
ENSG00000152082,D5/D6,0.0184,0.41,non-DEG,MZT2B,
ENSG00000152104,D5/D6,0.00068,-2.211,down-regulate,PTPN14,
ENSG00000152127,D5/D6,1.43E-08,1.101,up-regulate,MGAT5,
ENSG00000152128,D5/D6,0.182,-0.266,non-DEG,TMEM163,
ENSG00000152147,D5/D6,0.253,0.254,non-DEG,GEMIN6,
ENSG00000152154,D5/D6,0.0237,-0.759,non-DEG,TMEM178A,
ENSG00000152192,D5/D6,0.00603,-0.905,down-regulate,POU4F1,
ENSG00000152193,D5/D6,0.0188,0.149,non-DEG,OBI1,
ENSG00000152213,D5/D6,0.00952,-0.255,non-DEG,ARL11,
ENSG00000152217,D5/D6,1.93E-05,-0.899,non-DEG,SETBP1,
ENSG00000152219,D5/D6,0.109,0.08,non-DEG,ARL14EP,
ENSG00000152223,D5/D6,0.0496,0.043,non-DEG,EPG5,
ENSG00000152229,D5/D6,8.15E-05,-0.608,non-DEG,PSTPIP2,
ENSG00000152234,D5/D6,0.0556,0.084,non-DEG,ATP5F1A,
ENSG00000152240,D5/D6,0.0992,0.143,non-DEG,HAUS1,
ENSG00000152253,D5/D6,0.0722,-0.444,non-DEG,SPC25,
ENSG00000152256,D5/D6,2.25E-05,-0.453,non-DEG,PDK1,
ENSG00000152291,D5/D6,0.0526,-0.228,non-DEG,TGOLN2,
ENSG00000152332,D5/D6,0.0317,-0.117,non-DEG,UHMK1,
ENSG00000152359,D5/D6,0.0239,-0.184,non-DEG,POC5,
ENSG00000152404,D5/D6,0.00777,-0.237,non-DEG,CWF19L2,
ENSG00000152409,D5/D6,5.27E-06,-0.426,non-DEG,JMY,
ENSG00000152413,D5/D6,2.80E-08,1.89,up-regulate,HOMER1,
ENSG00000152433,D5/D6,0.587,0.133,non-DEG,ZNF547,
ENSG00000152443,D5/D6,0.0261,-0.148,non-DEG,ZNF776,
ENSG00000152454,D5/D6,0.00374,0.311,non-DEG,ZNF256,
ENSG00000152455,D5/D6,0.0165,0.435,non-DEG,SUV39H2,
ENSG00000152457,D5/D6,0.0593,0.178,non-DEG,DCLRE1C,
ENSG00000152465,D5/D6,0.00147,-0.29,non-DEG,NMT2,
ENSG00000152484,D5/D6,0.000833,-0.23,non-DEG,USP12,
ENSG00000152492,D5/D6,0.000572,-0.309,non-DEG,CCDC50,
ENSG00000152495,D5/D6,0.00136,-0.31,non-DEG,CAMK4,
ENSG00000152518,D5/D6,0.000413,-0.333,non-DEG,ZFP36L2,
ENSG00000152520,D5/D6,0.0617,0.088,non-DEG,PAN3,
ENSG00000152556,D5/D6,0.000142,0.43,non-DEG,PFKM,
ENSG00000152582,D5/D6,2.95E-05,-2.798,down-regulate,SPEF2,
ENSG00000152583,D5/D6,0.26,0.285,non-DEG,SPARCL1,
ENSG00000152601,D5/D6,0.024,-0.148,non-DEG,MBNL1,
ENSG00000152683,D5/D6,0.0256,-0.305,non-DEG,SLC30A6,
ENSG00000152684,D5/D6,0.0338,-0.201,non-DEG,PELO,
ENSG00000152689,D5/D6,3.74E-07,-0.559,non-DEG,RASGRP3,
ENSG00000152700,D5/D6,0.0545,-0.266,non-DEG,SAR1B,
ENSG00000152763,D5/D6,0.0215,-1.179,down-regulate,DNAI4,
ENSG00000152767,D5/D6,0.0285,-0.524,non-DEG,FARP1,
ENSG00000152778,D5/D6,0.0175,-0.145,non-DEG,IFIT5,
ENSG00000152782,D5/D6,6.45E-06,0.678,non-DEG,PANK1,
ENSG00000152784,D5/D6,0.0688,-0.73,non-DEG,PRDM8,
ENSG00000152795,D5/D6,0.000182,0.256,non-DEG,HNRNPDL,
ENSG00000152818,D5/D6,3.21E-07,-0.767,non-DEG,UTRN,
ENSG00000152894,D5/D6,4.43E-06,-1.825,down-regulate,PTPRK,
ENSG00000152931,D5/D6,0.00441,-0.799,non-DEG,PART1,
ENSG00000152942,D5/D6,0.111,-0.08,non-DEG,RAD17,
ENSG00000152952,D5/D6,0.000726,-2.327,down-regulate,PLOD2,
ENSG00000152969,D5/D6,2.54E-06,-1.458,down-regulate,JAKMIP1,
ENSG00000152990,D5/D6,2.03E-05,-2.59,down-regulate,ADGRA3,
ENSG00000153015,D5/D6,0.0426,-0.141,non-DEG,CWC27,
ENSG00000153029,D5/D6,0.0111,-0.324,non-DEG,MR1,
ENSG00000153044,D5/D6,0.00318,0.397,non-DEG,CENPH,
ENSG00000153046,D5/D6,0.027,-0.206,non-DEG,CDYL,
ENSG00000153060,D5/D6,0.0618,-0.842,non-DEG,TEKT5,
ENSG00000153064,D5/D6,3.59E-07,-1.354,down-regulate,BANK1,
ENSG00000153066,D5/D6,8.50E-06,-0.495,non-DEG,TXNDC11,
ENSG00000153093,D5/D6,6.23E-07,-2.123,down-regulate,ACOXL,
ENSG00000153094,D5/D6,0.345,-0.158,non-DEG,BCL2L11,
ENSG00000153107,D5/D6,1.31E-05,0.344,non-DEG,ANAPC1,
ENSG00000153132,D5/D6,2.28E-06,1.832,up-regulate,CLGN,
ENSG00000153147,D5/D6,0.0391,0.072,non-DEG,SMARCA5,
ENSG00000153157,D5/D6,1.17E-06,-3.199,down-regulate,SYCP2L,
ENSG00000153162,D5/D6,0.00337,0.652,up-regulate,BMP6,
ENSG00000153165,D5/D6,0.0627,-0.321,non-DEG,RGPD3,
ENSG00000153179,D5/D6,0.000918,0.236,non-DEG,RASSF3,
ENSG00000153187,D5/D6,0.0474,0.197,non-DEG,HNRNPU,
ENSG00000153201,D5/D6,6.31E-05,0.264,non-DEG,RANBP2,
ENSG00000153207,D5/D6,0.0102,0.142,non-DEG,AHCTF1,
ENSG00000153208,D5/D6,0.105,0.295,non-DEG,MERTK,
ENSG00000153250,D5/D6,0.00162,-0.549,non-DEG,RBMS1,
ENSG00000153283,D5/D6,0.000831,-1.17,down-regulate,CD96,
ENSG00000153294,D5/D6,0.132,-0.424,non-DEG,ADGRF4,
ENSG00000153391,D5/D6,0.00152,-0.47,non-DEG,INO80C,
ENSG00000153406,D5/D6,0.0097,0.289,non-DEG,NMRAL1,
ENSG00000153443,D5/D6,0.065,0.455,non-DEG,UBALD1,
ENSG00000153485,D5/D6,0.203,0.215,non-DEG,TMEM251,
ENSG00000153495,D5/D6,0.0509,-0.943,down-regulate,TEX29,
ENSG00000153531,D5/D6,0.00034,1.396,up-regulate,ADPRHL1,
ENSG00000153558,D5/D6,0.15,0.243,non-DEG,FBXL2,
ENSG00000153560,D5/D6,0.0193,0.136,non-DEG,UBP1,
ENSG00000153574,D5/D6,5.20E-05,0.51,non-DEG,RPIA,
ENSG00000153714,D5/D6,0.00409,1.121,up-regulate,LURAP1L,
ENSG00000153721,D5/D6,0.0164,-0.766,non-DEG,CNKSR3,
ENSG00000153774,D5/D6,0.0416,0.208,non-DEG,CFDP1,
ENSG00000153790,D5/D6,0.0455,-0.273,non-DEG,C7orf31,
ENSG00000153802,D5/D6,0.0308,-0.51,non-DEG,TMPRSS11D,
ENSG00000153814,D5/D6,0.238,-0.206,non-DEG,JAZF1,
ENSG00000153827,D5/D6,0.305,-0.018,non-DEG,TRIP12,
ENSG00000153885,D5/D6,0.00034,0.669,non-DEG,KCTD15,
ENSG00000153896,D5/D6,0.01,0.477,non-DEG,ZNF599,
ENSG00000153914,D5/D6,0.0459,0.174,non-DEG,SREK1,
ENSG00000153922,D5/D6,0.00363,0.207,non-DEG,CHD1,
ENSG00000153933,D5/D6,0.0115,0.36,non-DEG,DGKE,
ENSG00000153936,D5/D6,0.028,0.165,non-DEG,HS2ST1,
ENSG00000153944,D5/D6,0.00018,-0.247,non-DEG,MSI2,
ENSG00000153975,D5/D6,0.00408,-0.256,non-DEG,ZUP1,
ENSG00000153982,D5/D6,0.109,-0.405,non-DEG,GDPD1,
ENSG00000153989,D5/D6,0.00221,-0.221,non-DEG,NUS1,
ENSG00000154001,D5/D6,0.00864,-0.155,non-DEG,PPP2R5E,
ENSG00000154016,D5/D6,0.00144,-0.376,non-DEG,GRAP,
ENSG00000154025,D5/D6,0.192,0.384,non-DEG,SLC5A10,
ENSG00000154040,D5/D6,0.00632,-1.319,down-regulate,CABYR,
ENSG00000154059,D5/D6,0.00139,0.474,non-DEG,IMPACT,
ENSG00000154065,D5/D6,5.76E-05,-1.923,down-regulate,ANKRD29,
ENSG00000154079,D5/D6,0.0201,0.347,non-DEG,SDHAF4,
ENSG00000154102,D5/D6,2.22E-05,1.558,up-regulate,C16orf74,
ENSG00000154118,D5/D6,0.155,-0.05,non-DEG,JPH3,
ENSG00000154122,D5/D6,0.0121,0.133,non-DEG,ANKH,
ENSG00000154124,D5/D6,0.0644,0.052,non-DEG,OTULIN,
ENSG00000154134,D5/D6,2.86E-05,0.914,non-DEG,ROBO3,
ENSG00000154153,D5/D6,0.00102,-0.597,non-DEG,RETREG1,
ENSG00000154165,D5/D6,6.07E-05,-0.316,non-DEG,GPR15,
ENSG00000154174,D5/D6,0.000144,0.255,non-DEG,TOMM70,
ENSG00000154217,D5/D6,0.0766,0.272,non-DEG,PITPNC1,
ENSG00000154229,D5/D6,0.0068,1.04,up-regulate,PRKCA,
ENSG00000154237,D5/D6,5.86E-05,0.437,non-DEG,LRRK1,
ENSG00000154258,D5/D6,0.00453,-0.5,non-DEG,ABCA9,
ENSG00000154262,D5/D6,8.12E-06,-0.821,non-DEG,ABCA6,
ENSG00000154263,D5/D6,0.000236,-0.563,non-DEG,ABCA10,
ENSG00000154265,D5/D6,7.76E-05,-0.529,non-DEG,ABCA5,
ENSG00000154274,D5/D6,0.0445,0.591,non-DEG,C4orf19,
ENSG00000154277,D5/D6,5.09E-08,2.285,up-regulate,UCHL1,
ENSG00000154305,D5/D6,0.0103,-0.184,non-DEG,MIA3,
ENSG00000154309,D5/D6,0.176,0.25,non-DEG,DISP1,
ENSG00000154310,D5/D6,0.0044,-0.239,non-DEG,TNIK,
ENSG00000154319,D5/D6,1.19E-06,1.08,up-regulate,FAM167A,
ENSG00000154328,D5/D6,0.116,0.273,non-DEG,NEIL2,
ENSG00000154358,D5/D6,0.00174,1.072,up-regulate,OBSCN,
ENSG00000154359,D5/D6,0.000105,0.514,non-DEG,LONRF1,
ENSG00000154370,D5/D6,0.0798,0.145,non-DEG,TRIM11,
ENSG00000154429,D5/D6,0.247,-0.271,non-DEG,CCSAP,
ENSG00000154451,D5/D6,3.55E-09,-2.296,down-regulate,GBP5,
ENSG00000154473,D5/D6,6.39E-07,0.531,non-DEG,BUB3,
ENSG00000154511,D5/D6,0.0903,-0.157,non-DEG,DIPK1A,
ENSG00000154518,D5/D6,0.0835,0.099,non-DEG,ATP5MC3,
ENSG00000154537,D5/D6,0.0555,0.292,non-DEG,NA,
ENSG00000154548,D5/D6,0.00252,1.02,up-regulate,SRSF12,
ENSG00000154556,D5/D6,0.0207,-0.886,down-regulate,SORBS2,
ENSG00000154582,D5/D6,0.0345,0.208,non-DEG,ELOC,
ENSG00000154589,D5/D6,0.00599,-0.272,non-DEG,LY96,
ENSG00000154611,D5/D6,0.208,-0.468,non-DEG,PSMA8,
ENSG00000154640,D5/D6,0.00732,-0.444,non-DEG,BTG3,
ENSG00000154645,D5/D6,0.0179,-0.869,down-regulate,CHODL,
ENSG00000154655,D5/D6,8.69E-07,0.986,non-DEG,L3MBTL4,
ENSG00000154678,D5/D6,7.45E-05,0.919,up-regulate,PDE1C,
ENSG00000154710,D5/D6,0.00185,0.275,non-DEG,RABGEF1,
ENSG00000154719,D5/D6,0.154,0.08,non-DEG,MRPL39,
ENSG00000154721,D5/D6,3.84E-05,-1.705,down-regulate,JAM2,
ENSG00000154743,D5/D6,6.79E-05,0.563,non-DEG,TSEN2,
ENSG00000154781,D5/D6,0.00585,-0.283,non-DEG,CCDC174,
ENSG00000154803,D5/D6,0.0118,0.152,non-DEG,FLCN,
ENSG00000154813,D5/D6,0.00311,0.261,non-DEG,DPH3,
ENSG00000154814,D5/D6,0.112,0.116,non-DEG,OXNAD1,
ENSG00000154845,D5/D6,0.103,0.118,non-DEG,PPP4R1,
ENSG00000154864,D5/D6,0.00405,0.172,non-DEG,PIEZO2,
ENSG00000154874,D5/D6,1.92E-08,1.964,up-regulate,CCDC144B,
ENSG00000154889,D5/D6,0.0239,-0.196,non-DEG,MPPE1,
ENSG00000154898,D5/D6,0.0155,0.283,non-DEG,CCDC144CP,
ENSG00000154914,D5/D6,0.287,0.63,non-DEG,USP43,
ENSG00000154917,D5/D6,0.17,0.189,non-DEG,RAB6B,
ENSG00000154920,D5/D6,0.14,-0.201,non-DEG,EME1,
ENSG00000154928,D5/D6,2.24E-05,-0.805,non-DEG,EPHB1,
ENSG00000154930,D5/D6,0.00614,0.183,non-DEG,ACSS1,
ENSG00000154945,D5/D6,0.00119,0.241,non-DEG,ANKRD40,
ENSG00000154978,D5/D6,4.31E-06,-0.702,non-DEG,VOPP1,
ENSG00000155016,D5/D6,0.000263,0.518,non-DEG,CYP2U1,
ENSG00000155085,D5/D6,0.0592,0.27,non-DEG,AK9,
ENSG00000155090,D5/D6,2.05E-05,-0.773,non-DEG,KLF10,
ENSG00000155093,D5/D6,0.00035,-1.445,down-regulate,PTPRN2,
ENSG00000155096,D5/D6,0.589,-0.016,non-DEG,AZIN1,
ENSG00000155111,D5/D6,0.00113,-0.187,non-DEG,CDK19,
ENSG00000155115,D5/D6,0.025,-0.243,non-DEG,GTF3C6,
ENSG00000155158,D5/D6,8.61E-08,-2.585,down-regulate,TTC39B,
ENSG00000155189,D5/D6,0.000123,0.507,non-DEG,AGPAT5,
ENSG00000155229,D5/D6,3.28E-05,0.407,non-DEG,MMS19,
ENSG00000155254,D5/D6,6.14E-06,1.921,up-regulate,MARVELD1,
ENSG00000155256,D5/D6,0.000336,0.378,non-DEG,ZFYVE27,
ENSG00000155275,D5/D6,0.0728,0.242,non-DEG,TRMT44,
ENSG00000155287,D5/D6,0.102,0.17,non-DEG,SLC25A28,
ENSG00000155304,D5/D6,0.0239,-0.104,non-DEG,HSPA13,
ENSG00000155307,D5/D6,0.112,0.169,non-DEG,SAMSN1,
ENSG00000155313,D5/D6,0.00752,-0.162,non-DEG,USP25,
ENSG00000155329,D5/D6,0.157,-0.142,non-DEG,ZCCHC10,
ENSG00000155366,D5/D6,0.348,-0.094,non-DEG,RHOC,
ENSG00000155367,D5/D6,0.134,-0.357,non-DEG,PPM1J,
ENSG00000155368,D5/D6,0.000551,-0.513,non-DEG,DBI,
ENSG00000155380,D5/D6,0.061,0.101,non-DEG,SLC16A1,
ENSG00000155393,D5/D6,0.000225,0.492,non-DEG,HEATR3,
ENSG00000155438,D5/D6,0.000113,0.525,non-DEG,NIFK,
ENSG00000155463,D5/D6,0.105,-0.081,non-DEG,OXA1L,
ENSG00000155465,D5/D6,0.000195,-0.457,non-DEG,SLC7A7,
ENSG00000155506,D5/D6,4.38E-05,0.309,non-DEG,LARP1,
ENSG00000155511,D5/D6,0.00953,0.452,non-DEG,GRIA1,
ENSG00000155561,D5/D6,0.000179,0.27,non-DEG,NUP205,
ENSG00000155592,D5/D6,0.0104,0.21,non-DEG,ZKSCAN2,
ENSG00000155629,D5/D6,7.85E-05,0.275,non-DEG,PIK3AP1,
ENSG00000155657,D5/D6,1.62E-07,-0.71,non-DEG,TTN,
ENSG00000155660,D5/D6,7.13E-07,-0.568,non-DEG,PDIA4,
ENSG00000155719,D5/D6,0.0244,-1.326,down-regulate,OTOA,
ENSG00000155744,D5/D6,0.00215,-0.241,non-DEG,FAM126B,
ENSG00000155792,D5/D6,0.000104,-1.174,down-regulate,DEPTOR,
ENSG00000155846,D5/D6,0.00981,0.142,non-DEG,PPARGC1B,
ENSG00000155850,D5/D6,0.0109,0.148,non-DEG,SLC26A2,
ENSG00000155858,D5/D6,0.00195,0.399,non-DEG,LSM11,
ENSG00000155893,D5/D6,0.0204,-0.403,non-DEG,PXYLP1,
ENSG00000155906,D5/D6,0.0271,0.212,non-DEG,RMND1,
ENSG00000155957,D5/D6,0.0162,-0.205,non-DEG,TMBIM4,
ENSG00000155959,D5/D6,0.145,-0.139,non-DEG,VBP1,
ENSG00000155962,D5/D6,0.00884,0.219,non-DEG,CLIC2,
ENSG00000155970,D5/D6,0.0177,0.307,non-DEG,MICU3,
ENSG00000155974,D5/D6,0.0464,-0.51,non-DEG,GRIP1,
ENSG00000155980,D5/D6,0.0122,0.64,non-DEG,KIF5A,
ENSG00000156017,D5/D6,0.00431,0.253,non-DEG,CARNMT1,
ENSG00000156026,D5/D6,0.00838,-0.25,non-DEG,MCU,
ENSG00000156042,D5/D6,0.0032,0.263,non-DEG,CFAP70,
ENSG00000156097,D5/D6,0.137,-0.388,non-DEG,GPR61,
